Cidade;Uf;mes/ano;mub
NOVA IGUACU;RJ;01/11/2022;23615
CAMPO GRANDE;MS;01/11/2022;57791
JOAO PESSOA;PB;01/11/2022;72795
SAO BERNARDO DO CAMPO;SP;01/11/2022;75655
OSASCO;SP;01/11/2022;41577
SANTO ANDRE;SP;01/11/2022;56373
JABOATAO DOS GUARARAPES;PE;01/11/2022;24394
SAO JOSE DOS CAMPOS;SP;01/11/2022;72546
CONTAGEM;MG;01/11/2022;30406
RIBEIRAO PRETO;SP;01/11/2022;62072
UBERLANDIA;MG;01/11/2022;71416
SOROCABA;SP;01/11/2022;75728
ARACAJU;SE;01/11/2022;39557
CUIABA;MT;01/11/2022;37326
FEIRA DE SANTANA;BA;01/11/2022;29243
JUIZ DE FORA;MG;01/11/2022;54373
JOINVILLE;SC;01/11/2022;26974
LONDRINA;PR;01/11/2022;56976
BELFORD ROXO;RJ;01/11/2022;16751
ANANINDEUA;PA;01/11/2022;19974
SAO JOAO DE MERITI;RJ;01/11/2022;16374
APARECIDA DE GOIANIA;GO;01/11/2022;20673
NITEROI;RJ;01/11/2022;62668
CAMPOS DOS GOYTACAZES;RJ;01/11/2022;41013
CAXIAS DO SUL;RS;01/11/2022;19246
MAUA;SP;01/11/2022;25740
FLORIANOPOLIS;SC;01/11/2022;78242
VILA VELHA;ES;01/11/2022;53715
SANTOS;SP;01/11/2022;25521
SAO JOSE DO RIO PRETO;SP;01/11/2022;34592
PORTO VELHO;RO;01/11/2022;26802
SERRA;ES;01/11/2022;40805
DIADEMA;SP;01/11/2022;19282
OLINDA;PE;01/11/2022;15457
MACAPA;AP;01/11/2022;12141
BETIM;MG;01/11/2022;35779
CAMPINA GRANDE;PB;01/11/2022;23316
MOGI DAS CRUZES;SP;01/11/2022;29005
CARAPICUIBA;SP;01/11/2022;35845
PIRACICABA;SP;01/11/2022;46827
MONTES CLAROS;MG;01/11/2022;21431
JUNDIAI;SP;01/11/2022;39020
MARINGA;PR;01/11/2022;54478
CARIACICA;ES;01/11/2022;21962
BAURU;SP;01/11/2022;21377
ANAPOLIS;GO;01/11/2022;20913
RIO BRANCO;AC;01/11/2022;19856
CANOAS;RS;01/11/2022;35776
SAO VICENTE;SP;01/11/2022;10947
VITORIA;ES;01/11/2022;38654
PELOTAS;RS;01/11/2022;22928
FRANCA;SP;01/11/2022;35357
ITAQUAQUECETUBA;SP;01/11/2022;9946
BLUMENAU;SC;01/11/2022;24717
PONTA GROSSA;PR;01/11/2022;22582
CARUARU;PE;01/11/2022;31117
CAUCAIA;CE;01/11/2022;6070
RIBEIRAO DAS NEVES;MG;01/11/2022;11629
VITORIA DA CONQUISTA;BA;01/11/2022;24312
PAULISTA;PE;01/11/2022;21459
PETROPOLIS;RJ;01/11/2022;12250
GUARUJA;SP;01/11/2022;15881
UBERABA;MG;01/11/2022;28217
PETROLINA;PE;01/11/2022;19106
BOA VISTA;RR;01/11/2022;8120
TAUBATE;SP;01/11/2022;22088
CASCAVEL;PR;01/11/2022;27832
SANTAREM;PA;01/11/2022;13658
LIMEIRA;SP;01/11/2022;20666
SUZANO;SP;01/11/2022;17451
SAO JOSE DOS PINHAIS;PR;01/11/2022;25760
PRAIA GRANDE;SP;01/11/2022;41889
GOVERNADOR VALADARES;MG;01/11/2022;14347
VOLTA REDONDA;RJ;01/11/2022;15294
GRAVATAI;RS;01/11/2022;18248
MOSSORO;RN;01/11/2022;16434
SANTA MARIA;RS;01/11/2022;9614
FOZ DO IGUACU;PR;01/11/2022;19978
VARZEA GRANDE;MT;01/11/2022;11331
NOVO HAMBURGO;RS;01/11/2022;25591
IMPERATRIZ;MA;01/11/2022;8442
JUAZEIRO DO NORTE;CE;01/11/2022;16155
SUMARE;SP;01/11/2022;21467
BARUERI;SP;01/11/2022;44960
IPATINGA;MG;01/11/2022;12399
CAMACARI;BA;01/11/2022;12183
VIAMAO;RS;01/11/2022;8580
EMBU DAS ARTES;SP;01/11/2022;14107
ITABORAI;RJ;01/11/2022;5718
TABOAO DA SERRA;SP;01/11/2022;15677
MAGE;RJ;01/11/2022;8815
MARABA;PA;01/11/2022;9885
PALMAS;TO;01/11/2022;9907
SAO CARLOS;SP;01/11/2022;23737
COLOMBO;PR;01/11/2022;14361
ARAPIRACA;AL;01/11/2022;17887
MARILIA;SP;01/11/2022;16465
SETE LAGOAS;MG;01/11/2022;14292
SAO LEOPOLDO;RS;01/11/2022;17022
DIVINOPOLIS;MG;01/11/2022;20961
MARACANAU;CE;01/11/2022;6712
AMERICANA;SP;01/11/2022;18173
JACAREI;SP;01/11/2022;19727
ITAPEVI;SP;01/11/2022;17192
PARNAMIRIM;RN;01/11/2022;11651
PRESIDENTE PRUDENTE;SP;01/11/2022;21437
ARARAQUARA;SP;01/11/2022;22885
MACAE;RJ;01/11/2022;20050
ITABUNA;BA;01/11/2022;5563
SAO JOSE;SC;01/11/2022;27565
SANTA LUZIA;MG;01/11/2022;8746
INDAIATUBA;SP;01/11/2022;30179
ALVORADA;RS;01/11/2022;5926
COTIA;SP;01/11/2022;17501
JUAZEIRO;BA;01/11/2022;6535
HORTOLANDIA;SP;01/11/2022;23666
RIO GRANDE;RS;01/11/2022;8407
DOURADOS;MS;01/11/2022;12140
CRICIUMA;SC;01/11/2022;12613
RONDONOPOLIS;MT;01/11/2022;11799
CACHOEIRO DE ITAPEMIRIM;ES;01/11/2022;8108
CABO FRIO;RJ;01/11/2022;14229
RIO CLARO;SP;01/11/2022;16734
SOBRAL;CE;01/11/2022;8639
SANTA BARBARA DOESTE;SP;01/11/2022;8557
PASSO FUNDO;RS;01/11/2022;13581
ARACATUBA;SP;01/11/2022;19619
CHAPECO;SC;01/11/2022;9799
ITAJAI;SC;01/11/2022;13388
ILHEUS;BA;01/11/2022;5589
CABO DE SANTO AGOSTINHO;PE;01/11/2022;6070
MESQUITA;RJ;01/11/2022;14937
FERRAZ DE VASCONCELOS;SP;01/11/2022;7250
NOVA FRIBURGO;RJ;01/11/2022;7296
BARRA MANSA;RJ;01/11/2022;9177
LAURO DE FREITAS;BA;01/11/2022;16234
CASTANHAL;PA;01/11/2022;3873
RIO VERDE;GO;01/11/2022;7526
IBIRITE;MG;01/11/2022;8551
ANGRA DOS REIS;RJ;01/11/2022;7821
LUZIANIA;GO;01/11/2022;3937
GUARAPUAVA;PR;01/11/2022;6739
FRANCISCO MORATO;SP;01/11/2022;9432
NOSSA SENHORA DO SOCORRO;SE;01/11/2022;12474
AGUAS LINDAS DE GOIAS;GO;01/11/2022;4147
CAMARAGIBE;PE;01/11/2022;4364
TERESOPOLIS;RJ;01/11/2022;12655
LAGES;SC;01/11/2022;6972
ITU;SP;01/11/2022;9475
PARAUAPEBAS;PA;01/11/2022;7538
POCOS DE CALDAS;MG;01/11/2022;12634
TIMON;MA;01/11/2022;3039
NILOPOLIS;RJ;01/11/2022;8017
JEQUIE;BA;01/11/2022;4172
CAXIAS;MA;01/11/2022;3860
SAO JOSE DE RIBAMAR;MA;01/11/2022;6544
PINDAMONHANGABA;SP;01/11/2022;4789
BRAGANCA PAULISTA;SP;01/11/2022;12083
PARNAIBA;PI;01/11/2022;3013
SAO CAETANO DO SUL;SP;01/11/2022;30623
QUEIMADOS;RJ;01/11/2022;4453
ITAPETININGA;SP;01/11/2022;7477
PARANAGUA;PR;01/11/2022;7696
JARAGUA DO SUL;SC;01/11/2022;12238
LINHARES;ES;01/11/2022;5668
PALHOCA;SC;01/11/2022;16294
TEIXEIRA DE FREITAS;BA;01/11/2022;9471
VALPARAISO DE GOIAS;GO;01/11/2022;11802
PATOS DE MINAS;MG;01/11/2022;7620
ALAGOINHAS;BA;01/11/2022;1425
MOGI GUACU;SP;01/11/2022;10492
ITAPECERICA DA SERRA;SP;01/11/2022;8316
ABAETETUBA;PA;01/11/2022;564
ARAGUAINA;TO;01/11/2022;3471
TEOFILO OTONI;MG;01/11/2022;5078
SAPUCAIA DO SUL;RS;01/11/2022;9862
JAU;SP;01/11/2022;7297
BARREIRAS;BA;01/11/2022;4685
POUSO ALEGRE;MG;01/11/2022;11355
VITORIA DE SANTO ANTAO;PE;01/11/2022;6570
MARICA;RJ;01/11/2022;8441
BOTUCATU;SP;01/11/2022;9233
BARBACENA;MG;01/11/2022;4206
GARANHUNS;PE;01/11/2022;10251
ATIBAIA;SP;01/11/2022;9626
PORTO SEGURO;BA;01/11/2022;5167
VARGINHA;MG;01/11/2022;10667
URUGUAIANA;RS;01/11/2022;3634
APUCARANA;PR;01/11/2022;4871
CUBATAO;SP;01/11/2022;3206
SANTA RITA;PB;01/11/2022;3330
RESENDE;RJ;01/11/2022;10027
ARAUCARIA;PR;01/11/2022;6702
ARARAS;SP;01/11/2022;7469
CRATO;CE;01/11/2022;7692
PINHAIS;PR;01/11/2022;12753
CACHOEIRINHA;RS;01/11/2022;6063
SABARA;MG;01/11/2022;2952
SANTA CRUZ DO SUL;RS;01/11/2022;5232
CONSELHEIRO LAFAIETE;MG;01/11/2022;7938
SIMOES FILHO;BA;01/11/2022;1510
CAMETA;PA;01/11/2022;661
BAGE;RS;01/11/2022;3219
TOLEDO;PR;01/11/2022;10854
FRANCO DA ROCHA;SP;01/11/2022;5736
CATANDUVA;SP;01/11/2022;7222
VARZEA PAULISTA;SP;01/11/2022;9758
SANTANA DE PARNAIBA;SP;01/11/2022;20040
GUARATINGUETA;SP;01/11/2022;6309
ITAPIPOCA;CE;01/11/2022;1100
BARRETOS;SP;01/11/2022;9697
MARITUBA;PA;01/11/2022;1458
SERTAOZINHO;SP;01/11/2022;4963
BAYEUX;PB;01/11/2022;2141
SINOP;MT;01/11/2022;14103
VOTORANTIM;SP;01/11/2022;11773
CODO;MA;01/11/2022;471
ITAGUAI;RJ;01/11/2022;4235
JI PARANA;RO;01/11/2022;4151
MARANGUAPE;CE;01/11/2022;1084
ITABIRA;MG;01/11/2022;3611
BIRIGUI;SP;01/11/2022;6149
ARARUAMA;RJ;01/11/2022;5993
BRAGANCA;PA;01/11/2022;1463
CAMPO LARGO;PR;01/11/2022;5034
PACO DO LUMIAR;MA;01/11/2022;1857
ARAGUARI;MG;01/11/2022;6308
SALTO;SP;01/11/2022;11455
VESPASIANO;MG;01/11/2022;2349
SAO MATEUS;ES;01/11/2022;4023
PASSOS;MG;01/11/2022;7121
VALINHOS;SP;01/11/2022;14607
TATUI;SP;01/11/2022;5398
ALMIRANTE TAMANDARE;PR;01/11/2022;3349
RIO DAS OSTRAS;RJ;01/11/2022;14934
CORONEL FABRICIANO;MG;01/11/2022;8719
BRUSQUE;SC;01/11/2022;3148
COLATINA;ES;01/11/2022;3114
BENTO GONCALVES;RS;01/11/2022;9560
TRINDADE;GO;01/11/2022;6791
RIBEIRAO PIRES;SP;01/11/2022;3977
ARAPONGAS;PR;01/11/2022;6037
PAULO AFONSO;BA;01/11/2022;2224
POA;SP;01/11/2022;9994
GUARAPARI;ES;01/11/2022;5752
CARAGUATATUBA;SP;01/11/2022;7622
OURINHOS;SP;01/11/2022;6791
BALNEARIO CAMBORIU;SC;01/11/2022;31885
SANTANA;AP;01/11/2022;864
ITATIBA;SP;01/11/2022;6091
BARCARENA;PA;01/11/2022;1073
UMUARAMA;PR;01/11/2022;5188
PATOS;PB;01/11/2022;2056
MURIAE;MG;01/11/2022;5441
IGARASSU;PE;01/11/2022;2903
UBA;MG;01/11/2022;7341
NOVO GAMA;GO;01/11/2022;673
ACAILANDIA;MA;01/11/2022;1126
TRES LAGOAS;MS;01/11/2022;4453
EUNAPOLIS;BA;01/11/2022;4857
FORMOSA;GO;01/11/2022;3688
CORUMBA;MS;01/11/2022;2449
SAO LOURENCO DA MATA;PE;01/11/2022;2719
JAPERI;RJ;01/11/2022;3226
TUBARAO;SC;01/11/2022;4103
CAMBE;PR;01/11/2022;8511
ABREU E LIMA;PE;01/11/2022;2448
GUAIBA;RS;01/11/2022;3820
BACABAL;MA;01/11/2022;1095
ERECHIM;RS;01/11/2022;2218
PARINTINS;AM;01/11/2022;182
ITUIUTABA;MG;01/11/2022;6839
JANDIRA;SP;01/11/2022;5572
ASSIS;SP;01/11/2022;7554
TUCURUI;PA;01/11/2022;463
CAIEIRAS;SP;01/11/2022;10093
ARAXA;MG;01/11/2022;5290
LAVRAS;MG;01/11/2022;2706
BARRA DO PIRAI;RJ;01/11/2022;970
IGUATU;CE;01/11/2022;4357
SANTA CRUZ DO CAPIBARIBE;PE;01/11/2022;1028
ITAPERUNA;RJ;01/11/2022;4758
ALTAMIRA;PA;01/11/2022;2068
LEME;SP;01/11/2022;5992
LAGARTO;SE;01/11/2022;856
ITUMBIARA;GO;01/11/2022;3390
PARAGOMINAS;PA;01/11/2022;1511
SANTO ANTONIO DE JESUS;BA;01/11/2022;2921
ITAJUBA;MG;01/11/2022;3977
ITAITUBA;PA;01/11/2022;208
PIRAQUARA;PR;01/11/2022;4989
ITANHAEM;SP;01/11/2022;7727
SAO GONCALO DO AMARANTE;RN;01/11/2022;1775
ITAPEVA;SP;01/11/2022;3964
CAMPO MOURAO;PR;01/11/2022;5583
SARANDI;PR;01/11/2022;11111
SAO PEDRO DA ALDEIA;RJ;01/11/2022;3067
SENADOR CANEDO;GO;01/11/2022;4813
ITABAIANA;SE;01/11/2022;392
ITAUNA;MG;01/11/2022;4982
CATALAO;GO;01/11/2022;4079
ARIQUEMES;RO;01/11/2022;2602
VOTUPORANGA;SP;01/11/2022;5029
CACAPAVA;SP;01/11/2022;4485
JATAI;GO;01/11/2022;3124
VALENCA;BA;01/11/2022;652
MOGI MIRIM;SP;01/11/2022;5800
SAO JOAO DA BOA VISTA;SP;01/11/2022;9678
PAULINIA;SP;01/11/2022;7769
SAO JOAO DEL REI;MG;01/11/2022;2006
ITACOATIARA;AM;01/11/2022;73
LORENA;SP;01/11/2022;7695
ESTEIO;RS;01/11/2022;4464
TIMOTEO;MG;01/11/2022;3834
FAZENDA RIO GRANDE;PR;01/11/2022;8924
PARA DE MINAS;MG;01/11/2022;4989
MAIRIPORA;SP;01/11/2022;2253
CANDEIAS;BA;01/11/2022;618
BREVES;PA;01/11/2022;215
TANGARA DA SERRA;MT;01/11/2022;3394
PARANAVAI;PR;01/11/2022;3011
CARATINGA;MG;01/11/2022;4092
AVARE;SP;01/11/2022;5315
CACERES;MT;01/11/2022;712
PARACATU;MG;01/11/2022;2599
SANTANA DO LIVRAMENTO;RS;01/11/2022;827
NOVA LIMA;MG;01/11/2022;6136
CACHOEIRA DO SUL;RS;01/11/2022;985
UBATUBA;SP;01/11/2022;6270
SAO ROQUE;SP;01/11/2022;4568
ARACRUZ;ES;01/11/2022;2291
SAO CRISTOVAO;SE;01/11/2022;2284
PATROCINIO;MG;01/11/2022;2704
IPOJUCA;PE;01/11/2022;3590
SEROPEDICA;RJ;01/11/2022;3275
PLANALTINA;GO;01/11/2022;1178
CRUZEIRO;SP;01/11/2022;2347
IJUI;RS;01/11/2022;1946
TRES RIOS;RJ;01/11/2022;2047
BARRA DO CORDA;MA;01/11/2022;81
MANHUACU;MG;01/11/2022;3296
MATAO;SP;01/11/2022;3697
ARUJA;SP;01/11/2022;8950
SERRA TALHADA;PE;01/11/2022;753
GURUPI;TO;01/11/2022;1068
ARARIPINA;PE;01/11/2022;1482
FRANCISCO BELTRAO;PR;01/11/2022;1718
QUIXADA;CE;01/11/2022;2780
GUANAMBI;BA;01/11/2022;5299
SAPIRANGA;RS;01/11/2022;4971
SANTO ANGELO;RS;01/11/2022;1447
JACOBINA;BA;01/11/2022;799
PINHEIRO;MA;01/11/2022;51
CARPINA;PE;01/11/2022;4178
CAMPO LIMPO PAULISTA;SP;01/11/2022;3128
JOAO MONLEVADE;MG;01/11/2022;3048
CACOAL;RO;01/11/2022;1714
BEBEDOURO;SP;01/11/2022;5353
VILHENA;RO;01/11/2022;579
GRAVATA;PE;01/11/2022;2874
PACATUBA;CE;01/11/2022;2455
SERRINHA;BA;01/11/2022;1792
CANINDE;CE;01/11/2022;1490
LAJEADO;RS;01/11/2022;3643
SAO BENTO DO SUL;SC;01/11/2022;801
ALFENAS;MG;01/11/2022;5727
GOIANA;PE;01/11/2022;640
ALEGRETE;RS;01/11/2022;587
NOVA SERRANA;MG;01/11/2022;5223
PONTA PORA;MS;01/11/2022;3702
PATO BRANCO;PR;01/11/2022;926
VICOSA;MG;01/11/2022;8290
CRUZEIRO DO SUL;AC;01/11/2022;1100
SAO SEBASTIAO;SP;01/11/2022;6024
TRES CORACOES;MG;01/11/2022;1039
SAQUAREMA;RJ;01/11/2022;2884
PICOS;PI;01/11/2022;1780
LINS;SP;01/11/2022;6131
JABOTICABAL;SP;01/11/2022;2271
CURVELO;MG;01/11/2022;3306
REDENCAO;PA;01/11/2022;652
TELEMACO BORBA;PR;01/11/2022;4709
UNAI;MG;01/11/2022;2492
CACADOR;SC;01/11/2022;1188
BELO JARDIM;PE;01/11/2022;1449
SAO FELIX DO XINGU;PA;01/11/2022;199
CATAGUASES;MG;01/11/2022;1815
PIRASSUNUNGA;SP;01/11/2022;3228
CRATEUS;CE;01/11/2022;3106
CALDAS NOVAS;GO;01/11/2022;6878
AQUIRAZ;CE;01/11/2022;1258
RIO LARGO;AL;01/11/2022;2448
IBIUNA;SP;01/11/2022;1170
VALENCA;RJ;01/11/2022;811
PALMEIRA DOS INDIOS;AL;01/11/2022;464
ARCOVERDE;PE;01/11/2022;843
QUIXERAMOBIM;CE;01/11/2022;847
CIANORTE;PR;01/11/2022;8334
OURO PRETO;MG;01/11/2022;3589
VIANA;ES;01/11/2022;2628
CAJAMAR;SP;01/11/2022;7604
CHAPADINHA;MA;01/11/2022;530
ARACATI;CE;01/11/2022;764
TIANGUA;CE;01/11/2022;1102
RUSSAS;CE;01/11/2022;2509
CONCORDIA;SC;01/11/2022;1580
DIAS DAVILA;BA;01/11/2022;1313
CASTRO;PR;01/11/2022;970
CAMBORIU;SC;01/11/2022;6717
SANTA ROSA;RS;01/11/2022;2319
ITAPIRA;SP;01/11/2022;2010
MOCOCA;SP;01/11/2022;2104
CEARA MIRIM;RN;01/11/2022;369
MACAIBA;RN;01/11/2022;525
VINHEDO;SP;01/11/2022;4075
FERNANDOPOLIS;SP;01/11/2022;2647
SAO SEBASTIAO DO PARAISO;MG;01/11/2022;1646
AMPARO;SP;01/11/2022;3538
FORMIGA;MG;01/11/2022;1917
CASCAVEL;CE;01/11/2022;859
EMBU GUACU;SP;01/11/2022;3229
SOUSA;PB;01/11/2022;1170
NAVEGANTES;SC;01/11/2022;6768
VENANCIO AIRES;RS;01/11/2022;216
FARROUPILHA;RS;01/11/2022;2575
TUPA;SP;01/11/2022;1922
SORRISO;MT;01/11/2022;1947
ESTANCIA;SE;01/11/2022;1236
ICO;CE;01/11/2022;1263
CAICO;RN;01/11/2022;2361
CRUZ ALTA;RS;01/11/2022;865
CAMAQUA;RS;01/11/2022;1473
LENCOIS PAULISTA;SP;01/11/2022;1713
CAPANEMA;PA;01/11/2022;358
SANTO ANTONIO DO DESCOBERTO;GO;01/11/2022;1169
OURICURI;PE;01/11/2022;93
ESCADA;PE;01/11/2022;1041
ITAMARAJU;BA;01/11/2022;776
BRUMADO;BA;01/11/2022;426
PACAJUS;CE;01/11/2022;1437
PESQUEIRA;PE;01/11/2022;730
VACARIA;RS;01/11/2022;154
CONCEICAO DO COITE;BA;01/11/2022;2513
SAO BORJA;RS;01/11/2022;792
RIO DO SUL;SC;01/11/2022;916
CRUZ DAS ALMAS;BA;01/11/2022;1675
ARARANGUA;SC;01/11/2022;4375
JANUARIA;MG;01/11/2022;907
CARAZINHO;RS;01/11/2022;1343
ITABERABA;BA;01/11/2022;996
COSMOPOLIS;SP;01/11/2022;4690
PENAPOLIS;SP;01/11/2022;966
GOIANESIA;GO;01/11/2022;939
MORADA NOVA;CE;01/11/2022;381
CAMPO BOM;RS;01/11/2022;4695
PENEDO;AL;01/11/2022;1654
CAMOCIM;CE;01/11/2022;548
BOM JESUS DA LAPA;BA;01/11/2022;68
PEDRO LEOPOLDO;MG;01/11/2022;2322
ROLANDIA;PR;01/11/2022;2204
BIGUACU;SC;01/11/2022;5350
UNIAO DOS PALMARES;AL;01/11/2022;266
BEZERROS;PE;01/11/2022;1371
LUIS EDUARDO MAGALHAES;BA;01/11/2022;2930
PERUIBE;SP;01/11/2022;3378
MONTENEGRO;RS;01/11/2022;2107
PALMARES;PE;01/11/2022;1445
SURUBIM;PE;01/11/2022;454
CIDADE OCIDENTAL;GO;01/11/2022;1327
GASPAR;SC;01/11/2022;1219
ICARA;SC;01/11/2022;1268
BATATAIS;SP;01/11/2022;791
GRAJAU;MA;01/11/2022;167
PONTE NOVA;MG;01/11/2022;2943
SANTO AMARO;BA;01/11/2022;244
HORIZONTE;CE;01/11/2022;806
ACARAU;CE;01/11/2022;151
MORENO;PE;01/11/2022;685
UNIAO DA VITORIA;PR;01/11/2022;682
SANTA IZABEL DO PARA;PA;01/11/2022;312
LIMOEIRO DO NORTE;CE;01/11/2022;1455
ANDRADINA;SP;01/11/2022;3412
BARRA DO GARCAS;MT;01/11/2022;2137
GUARABIRA;PB;01/11/2022;1590
MIRASSOL;SP;01/11/2022;2688
INDAIAL;SC;01/11/2022;1815
SALGUEIRO;PE;01/11/2022;1349
TRES PONTAS;MG;01/11/2022;460
SAO MIGUEL DOS CAMPOS;AL;01/11/2022;1146
IRATI;PR;01/11/2022;574
RIO BONITO;RJ;01/11/2022;2245
BARBALHA;CE;01/11/2022;2659
IBITINGA;SP;01/11/2022;1131
LAGOA SANTA;MG;01/11/2022;4278
TAQUARA;RS;01/11/2022;1510
PIRAPORA;MG;01/11/2022;2058
TAUA;CE;01/11/2022;321
LIMOEIRO;PE;01/11/2022;1369
CABEDELO;PB;01/11/2022;3292
REGISTRO;SP;01/11/2022;438
TIMBAUBA;PE;01/11/2022;569
TAQUARITINGA;SP;01/11/2022;476
CACHOEIRAS DE MACACU;RJ;01/11/2022;159
CANOINHAS;SC;01/11/2022;700
MARIANA;MG;01/11/2022;3726
PORTO FERREIRA;SP;01/11/2022;1209
FRUTAL;MG;01/11/2022;903
GUAPIMIRIM;RJ;01/11/2022;1792
SAO BENTO DO UNA;PE;01/11/2022;215
CAMPO BELO;MG;01/11/2022;2384
SAO PAULO;SP;01/12/2022;731898
RIO DE JANEIRO;RJ;01/12/2022;442245
SALVADOR;BA;01/12/2022;100010
BRASILIA;DF;01/12/2022;279358
FORTALEZA;CE;01/12/2022;112779
BELO HORIZONTE;MG;01/12/2022;200819
MANAUS;AM;01/12/2022;84536
CURITIBA;PR;01/12/2022;234758
RECIFE;PE;01/12/2022;75934
BELEM;PA;01/12/2022;57313
PORTO ALEGRE;RS;01/12/2022;129545
GOIANIA;GO;01/12/2022;149552
GUARULHOS;SP;01/12/2022;67849
CAMPINAS;SP;01/12/2022;102993
SAO LUIS;MA;01/12/2022;41580
SAO GONCALO;RJ;01/12/2022;56334
MACEIO;AL;01/12/2022;49422
DUQUE DE CAXIAS;RJ;01/12/2022;34315
NATAL;RN;01/12/2022;60389
TERESINA;PI;01/12/2022;56439
NOVA IGUACU;RJ;01/12/2022;23774
CAMPO GRANDE;MS;01/12/2022;60294
JOAO PESSOA;PB;01/12/2022;73229
SAO BERNARDO DO CAMPO;SP;01/12/2022;77476
OSASCO;SP;01/12/2022;42370
SANTO ANDRE;SP;01/12/2022;56980
JABOATAO DOS GUARARAPES;PE;01/12/2022;24156
SAO JOSE DOS CAMPOS;SP;01/12/2022;73783
CONTAGEM;MG;01/12/2022;31294
RIBEIRAO PRETO;SP;01/12/2022;63599
UBERLANDIA;MG;01/12/2022;73954
SOROCABA;SP;01/12/2022;78812
ARACAJU;SE;01/12/2022;39669
CUIABA;MT;01/12/2022;38343
FEIRA DE SANTANA;BA;01/12/2022;29357
JUIZ DE FORA;MG;01/12/2022;54954
JOINVILLE;SC;01/12/2022;28493
LONDRINA;PR;01/12/2022;57644
BELFORD ROXO;RJ;01/12/2022;16563
ANANINDEUA;PA;01/12/2022;20779
SAO JOAO DE MERITI;RJ;01/12/2022;16675
APARECIDA DE GOIANIA;GO;01/12/2022;21481
NITEROI;RJ;01/12/2022;63542
CAMPOS DOS GOYTACAZES;RJ;01/12/2022;41301
CAXIAS DO SUL;RS;01/12/2022;20286
MAUA;SP;01/12/2022;26828
FLORIANOPOLIS;SC;01/12/2022;82493
VILA VELHA;ES;01/12/2022;54849
SANTOS;SP;01/12/2022;25773
SAO JOSE DO RIO PRETO;SP;01/12/2022;36120
PORTO VELHO;RO;01/12/2022;27438
SERRA;ES;01/12/2022;42585
DIADEMA;SP;01/12/2022;20292
OLINDA;PE;01/12/2022;15246
MACAPA;AP;01/12/2022;12708
BETIM;MG;01/12/2022;36940
CAMPINA GRANDE;PB;01/12/2022;23563
MOGI DAS CRUZES;SP;01/12/2022;30374
CARAPICUIBA;SP;01/12/2022;36922
PIRACICABA;SP;01/12/2022;49191
MONTES CLAROS;MG;01/12/2022;21173
JUNDIAI;SP;01/12/2022;40195
MARINGA;PR;01/12/2022;56275
CARIACICA;ES;01/12/2022;21925
BAURU;SP;01/12/2022;21692
ANAPOLIS;GO;01/12/2022;21711
RIO BRANCO;AC;01/12/2022;20628
CANOAS;RS;01/12/2022;37241
SAO VICENTE;SP;01/12/2022;11326
VITORIA;ES;01/12/2022;39250
PELOTAS;RS;01/12/2022;23592
FRANCA;SP;01/12/2022;35772
ITAQUAQUECETUBA;SP;01/12/2022;10521
BLUMENAU;SC;01/12/2022;25859
PONTA GROSSA;PR;01/12/2022;23686
CARUARU;PE;01/12/2022;30600
CAUCAIA;CE;01/12/2022;6567
RIBEIRAO DAS NEVES;MG;01/12/2022;11982
VITORIA DA CONQUISTA;BA;01/12/2022;23823
PAULISTA;PE;01/12/2022;20646
PETROPOLIS;RJ;01/12/2022;11886
GUARUJA;SP;01/12/2022;17467
UBERABA;MG;01/12/2022;29058
PETROLINA;PE;01/12/2022;18829
BOA VISTA;RR;01/12/2022;8427
TAUBATE;SP;01/12/2022;22892
CASCAVEL;PR;01/12/2022;28688
SANTAREM;PA;01/12/2022;14083
LIMEIRA;SP;01/12/2022;21285
SUZANO;SP;01/12/2022;18311
SAO JOSE DOS PINHAIS;PR;01/12/2022;26833
PRAIA GRANDE;SP;01/12/2022;46886
GOVERNADOR VALADARES;MG;01/12/2022;14833
VOLTA REDONDA;RJ;01/12/2022;15926
GRAVATAI;RS;01/12/2022;19390
MOSSORO;RN;01/12/2022;16541
SANTA MARIA;RS;01/12/2022;9830
FOZ DO IGUACU;PR;01/12/2022;20517
VARZEA GRANDE;MT;01/12/2022;11960
NOVO HAMBURGO;RS;01/12/2022;26894
IMPERATRIZ;MA;01/12/2022;8255
JUAZEIRO DO NORTE;CE;01/12/2022;15878
SUMARE;SP;01/12/2022;21743
BARUERI;SP;01/12/2022;46446
IPATINGA;MG;01/12/2022;12550
CAMACARI;BA;01/12/2022;11964
VIAMAO;RS;01/12/2022;9205
EMBU DAS ARTES;SP;01/12/2022;14768
ITABORAI;RJ;01/12/2022;5971
TABOAO DA SERRA;SP;01/12/2022;16450
MAGE;RJ;01/12/2022;9226
MARABA;PA;01/12/2022;10252
PALMAS;TO;01/12/2022;10106
SAO CARLOS;SP;01/12/2022;22786
COLOMBO;PR;01/12/2022;15350
ARAPIRACA;AL;01/12/2022;18147
MARILIA;SP;01/12/2022;16785
SETE LAGOAS;MG;01/12/2022;14724
SAO LEOPOLDO;RS;01/12/2022;17815
DIVINOPOLIS;MG;01/12/2022;21330
MARACANAU;CE;01/12/2022;6897
AMERICANA;SP;01/12/2022;18972
JACAREI;SP;01/12/2022;20538
ITAPEVI;SP;01/12/2022;18272
PARNAMIRIM;RN;01/12/2022;11923
PRESIDENTE PRUDENTE;SP;01/12/2022;21899
