Cidade;Uf;mes/ano;mub
SAO PAULO;SP;01/06/2022;726371
RIO DE JANEIRO;RJ;01/06/2022;438506
SALVADOR;BA;01/06/2022;100580
BRASILIA;DF;01/06/2022;262343
FORTALEZA;CE;01/06/2022;111628
BELO HORIZONTE;MG;01/06/2022;195980
MANAUS;AM;01/06/2022;76518
CURITIBA;PR;01/06/2022;236018
RECIFE;PE;01/06/2022;72159
BELEM;PA;01/06/2022;55020
PORTO ALEGRE;RS;01/06/2022;133577
GOIANIA;GO;01/06/2022;139700
GUARULHOS;SP;01/06/2022;62078
CAMPINAS;SP;01/06/2022;102161
SAO LUIS;MA;01/06/2022;39902
SAO GONCALO;RJ;01/06/2022;49538
MACEIO;AL;01/06/2022;48298
DUQUE DE CAXIAS;RJ;01/06/2022;29653
NATAL;RN;01/06/2022;59354
TERESINA;PI;01/06/2022;50198
NOVA IGUACU;RJ;01/06/2022;21909
CAMPO GRANDE;MS;01/06/2022;56816
JOAO PESSOA;PB;01/06/2022;70362
SAO BERNARDO DO CAMPO;SP;01/06/2022;76752
OSASCO;SP;01/06/2022;42384
SANTO ANDRE;SP;01/06/2022;58169
JABOATAO DOS GUARARAPES;PE;01/06/2022;20528
SAO JOSE DOS CAMPOS;SP;01/06/2022;73767
CONTAGEM;MG;01/06/2022;28343
RIBEIRAO PRETO;SP;01/06/2022;63048
UBERLANDIA;MG;01/06/2022;68679
SOROCABA;SP;01/06/2022;78591
ARACAJU;SE;01/06/2022;39016
CUIABA;MT;01/06/2022;37730
FEIRA DE SANTANA;BA;01/06/2022;24443
JUIZ DE FORA;MG;01/06/2022;55024
JOINVILLE;SC;01/06/2022;27430
LONDRINA;PR;01/06/2022;58471
BELFORD ROXO;RJ;01/06/2022;13477
ANANINDEUA;PA;01/06/2022;18041
SAO JOAO DE MERITI;RJ;01/06/2022;12718
APARECIDA DE GOIANIA;GO;01/06/2022;17589
NITEROI;RJ;01/06/2022;64282
CAMPOS DOS GOYTACAZES;RJ;01/06/2022;35198
CAXIAS DO SUL;RS;01/06/2022;19952
MAUA;SP;01/06/2022;24697
FLORIANOPOLIS;SC;01/06/2022;76740
VILA VELHA;ES;01/06/2022;53336
SANTOS;SP;01/06/2022;26318
SAO JOSE DO RIO PRETO;SP;01/06/2022;35769
PORTO VELHO;RO;01/06/2022;24558
SERRA;ES;01/06/2022;37146
DIADEMA;SP;01/06/2022;19198
OLINDA;PE;01/06/2022;14195
MACAPA;AP;01/06/2022;10334
BETIM;MG;01/06/2022;33801
CAMPINA GRANDE;PB;01/06/2022;24882
MOGI DAS CRUZES;SP;01/06/2022;29560
CARAPICUIBA;SP;01/06/2022;34613
PIRACICABA;SP;01/06/2022;45846
MONTES CLAROS;MG;01/06/2022;20418
JUNDIAI;SP;01/06/2022;41399
MARINGA;PR;01/06/2022;56436
CARIACICA;ES;01/06/2022;18840
BAURU;SP;01/06/2022;21182
ANAPOLIS;GO;01/06/2022;19800
RIO BRANCO;AC;01/06/2022;17450
CANOAS;RS;01/06/2022;37452
SAO VICENTE;SP;01/06/2022;10228
VITORIA;ES;01/06/2022;39648
PELOTAS;RS;01/06/2022;21332
FRANCA;SP;01/06/2022;35197
ITAQUAQUECETUBA;SP;01/06/2022;8509
BLUMENAU;SC;01/06/2022;26196
PONTA GROSSA;PR;01/06/2022;22579
CARUARU;PE;01/06/2022;29466
CAUCAIA;CE;01/06/2022;4910
RIBEIRAO DAS NEVES;MG;01/06/2022;9962
VITORIA DA CONQUISTA;BA;01/06/2022;19587
PAULISTA;PE;01/06/2022;16977
PETROPOLIS;RJ;01/06/2022;11786
GUARUJA;SP;01/06/2022;12877
UBERABA;MG;01/06/2022;30632
PETROLINA;PE;01/06/2022;15135
BOA VISTA;RR;01/06/2022;8001
TAUBATE;SP;01/06/2022;22300
CASCAVEL;PR;01/06/2022;28593
SANTAREM;PA;01/06/2022;10583
LIMEIRA;SP;01/06/2022;20293
SUZANO;SP;01/06/2022;15881
SAO JOSE DOS PINHAIS;PR;01/06/2022;24846
PRAIA GRANDE;SP;01/06/2022;37668
GOVERNADOR VALADARES;MG;01/06/2022;13661
VOLTA REDONDA;RJ;01/06/2022;15674
GRAVATAI;RS;01/06/2022;16195
MOSSORO;RN;01/06/2022;15441
SANTA MARIA;RS;01/06/2022;8089
FOZ DO IGUACU;PR;01/06/2022;18659
VARZEA GRANDE;MT;01/06/2022;9466
NOVO HAMBURGO;RS;01/06/2022;24122
IMPERATRIZ;MA;01/06/2022;5469
JUAZEIRO DO NORTE;CE;01/06/2022;14795
SUMARE;SP;01/06/2022;20804
BARUERI;SP;01/06/2022;48216
IPATINGA;MG;01/06/2022;13227
CAMACARI;BA;01/06/2022;10453
VIAMAO;RS;01/06/2022;7644
EMBU DAS ARTES;SP;01/06/2022;13070
ITABORAI;RJ;01/06/2022;4302
TABOAO DA SERRA;SP;01/06/2022;15604
MAGE;RJ;01/06/2022;5223
MARABA;PA;01/06/2022;7524
PALMAS;TO;01/06/2022;7683
SAO CARLOS;SP;01/06/2022;23186
COLOMBO;PR;01/06/2022;13143
ARAPIRACA;AL;01/06/2022;14205
MARILIA;SP;01/06/2022;15563
SETE LAGOAS;MG;01/06/2022;14039
SAO LEOPOLDO;RS;01/06/2022;15410
DIVINOPOLIS;MG;01/06/2022;20732
MARACANAU;CE;01/06/2022;4377
AMERICANA;SP;01/06/2022;18881
JACAREI;SP;01/06/2022;17559
ITAPEVI;SP;01/06/2022;15577
PARNAMIRIM;RN;01/06/2022;11369
PRESIDENTE PRUDENTE;SP;01/06/2022;21591
ARARAQUARA;SP;01/06/2022;22732
MACAE;RJ;01/06/2022;21481
ITABUNA;BA;01/06/2022;4152
SAO JOSE;SC;01/06/2022;27199
SANTA LUZIA;MG;01/06/2022;7782
INDAIATUBA;SP;01/06/2022;30048
ALVORADA;RS;01/06/2022;5738
COTIA;SP;01/06/2022;17456
JUAZEIRO;BA;01/06/2022;4464
HORTOLANDIA;SP;01/06/2022;22717
RIO GRANDE;RS;01/06/2022;6982
DOURADOS;MS;01/06/2022;11429
CRICIUMA;SC;01/06/2022;11978
RONDONOPOLIS;MT;01/06/2022;10492
CACHOEIRO DE ITAPEMIRIM;ES;01/06/2022;6911
CABO FRIO;RJ;01/06/2022;11179
RIO CLARO;SP;01/06/2022;15351
SOBRAL;CE;01/06/2022;6441
SANTA BARBARA DOESTE;SP;01/06/2022;8327
PASSO FUNDO;RS;01/06/2022;13031
ARACATUBA;SP;01/06/2022;17164
CHAPECO;SC;01/06/2022;9206
ITAJAI;SC;01/06/2022;14284
ILHEUS;BA;01/06/2022;3864
CABO DE SANTO AGOSTINHO;PE;01/06/2022;4461
MESQUITA;RJ;01/06/2022;11876
FERRAZ DE VASCONCELOS;SP;01/06/2022;7257
NOVA FRIBURGO;RJ;01/06/2022;6714
BARRA MANSA;RJ;01/06/2022;8287
LAURO DE FREITAS;BA;01/06/2022;16043
CASTANHAL;PA;01/06/2022;2854
RIO VERDE;GO;01/06/2022;6145
IBIRITE;MG;01/06/2022;7647
ANGRA DOS REIS;RJ;01/06/2022;5890
LUZIANIA;GO;01/06/2022;2780
GUARAPUAVA;PR;01/06/2022;5111
FRANCISCO MORATO;SP;01/06/2022;7951
NOSSA SENHORA DO SOCORRO;SE;01/06/2022;13742
AGUAS LINDAS DE GOIAS;GO;01/06/2022;2674
CAMARAGIBE;PE;01/06/2022;3277
TERESOPOLIS;RJ;01/06/2022;11933
LAGES;SC;01/06/2022;6135
ITU;SP;01/06/2022;8412
PARAUAPEBAS;PA;01/06/2022;5261
POCOS DE CALDAS;MG;01/06/2022;11343
TIMON;MA;01/06/2022;2194
NILOPOLIS;RJ;01/06/2022;7030
JEQUIE;BA;01/06/2022;3751
CAXIAS;MA;01/06/2022;2414
SAO JOSE DE RIBAMAR;MA;01/06/2022;5501
PINDAMONHANGABA;SP;01/06/2022;4075
BRAGANCA PAULISTA;SP;01/06/2022;10822
PARNAIBA;PI;01/06/2022;1409
SAO CAETANO DO SUL;SP;01/06/2022;30765
QUEIMADOS;RJ;01/06/2022;3047
ITAPETININGA;SP;01/06/2022;6392
PARANAGUA;PR;01/06/2022;6018
JARAGUA DO SUL;SC;01/06/2022;11166
LINHARES;ES;01/06/2022;4006
PALHOCA;SC;01/06/2022;16542
TEIXEIRA DE FREITAS;BA;01/06/2022;7452
VALPARAISO DE GOIAS;GO;01/06/2022;8752
PATOS DE MINAS;MG;01/06/2022;6917
ALAGOINHAS;BA;01/06/2022;1229
MOGI GUACU;SP;01/06/2022;9303
ITAPECERICA DA SERRA;SP;01/06/2022;7467
ABAETETUBA;PA;01/06/2022;534
ARAGUAINA;TO;01/06/2022;2417
TEOFILO OTONI;MG;01/06/2022;3189
SAPUCAIA DO SUL;RS;01/06/2022;8565
JAU;SP;01/06/2022;6496
BARREIRAS;BA;01/06/2022;3301
POUSO ALEGRE;MG;01/06/2022;9376
VITORIA DE SANTO ANTAO;PE;01/06/2022;4825
MARICA;RJ;01/06/2022;7479
BOTUCATU;SP;01/06/2022;7992
BARBACENA;MG;01/06/2022;2530
GARANHUNS;PE;01/06/2022;8638
ATIBAIA;SP;01/06/2022;9079
PORTO SEGURO;BA;01/06/2022;3587
VARGINHA;MG;01/06/2022;8119
URUGUAIANA;RS;01/06/2022;2627
APUCARANA;PR;01/06/2022;4249
CUBATAO;SP;01/06/2022;3110
SANTA RITA;PB;01/06/2022;1998
RESENDE;RJ;01/06/2022;8419
ARAUCARIA;PR;01/06/2022;6103
ARARAS;SP;01/06/2022;6270
CRATO;CE;01/06/2022;5498
PINHAIS;PR;01/06/2022;12388
CACHOEIRINHA;RS;01/06/2022;6040
SABARA;MG;01/06/2022;2537
SANTA CRUZ DO SUL;RS;01/06/2022;3974
CONSELHEIRO LAFAIETE;MG;01/06/2022;4603
SIMOES FILHO;BA;01/06/2022;1066
CAMETA;PA;01/06/2022;636
BAGE;RS;01/06/2022;2800
TOLEDO;PR;01/06/2022;10031
FRANCO DA ROCHA;SP;01/06/2022;5073
CATANDUVA;SP;01/06/2022;6444
VARZEA PAULISTA;SP;01/06/2022;8980
SANTANA DE PARNAIBA;SP;01/06/2022;20819
GUARATINGUETA;SP;01/06/2022;6015
ITAPIPOCA;CE;01/06/2022;1010
BARRETOS;SP;01/06/2022;8095
MARITUBA;PA;01/06/2022;1113
SERTAOZINHO;SP;01/06/2022;4229
BAYEUX;PB;01/06/2022;1529
SINOP;MT;01/06/2022;12500
VOTORANTIM;SP;01/06/2022;10751
CODO;MA;01/06/2022;267
ITAGUAI;RJ;01/06/2022;3677
JI PARANA;RO;01/06/2022;2976
MARANGUAPE;CE;01/06/2022;701
ITABIRA;MG;01/06/2022;2980
BIRIGUI;SP;01/06/2022;4486
ARARUAMA;RJ;01/06/2022;4710
BRAGANCA;PA;01/06/2022;514
CAMPO LARGO;PR;01/06/2022;4671
PACO DO LUMIAR;MA;01/06/2022;1463
ARAGUARI;MG;01/06/2022;4936
SALTO;SP;01/06/2022;9888
VESPASIANO;MG;01/06/2022;1985
SAO MATEUS;ES;01/06/2022;3095
PASSOS;MG;01/06/2022;5014
VALINHOS;SP;01/06/2022;15001
TATUI;SP;01/06/2022;4607
ALMIRANTE TAMANDARE;PR;01/06/2022;3267
RIO DAS OSTRAS;RJ;01/06/2022;12316
CORONEL FABRICIANO;MG;01/06/2022;7983
BRUSQUE;SC;01/06/2022;2661
COLATINA;ES;01/06/2022;1834
BENTO GONCALVES;RS;01/06/2022;9468
TRINDADE;GO;01/06/2022;4441
RIBEIRAO PIRES;SP;01/06/2022;3775
ARAPONGAS;PR;01/06/2022;5468
PAULO AFONSO;BA;01/06/2022;1238
POA;SP;01/06/2022;9372
GUARAPARI;ES;01/06/2022;4624
CARAGUATATUBA;SP;01/06/2022;5715
OURINHOS;SP;01/06/2022;5686
BALNEARIO CAMBORIU;SC;01/06/2022;28662
SANTANA;AP;01/06/2022;644
ITATIBA;SP;01/06/2022;5629
BARCARENA;PA;01/06/2022;920
UMUARAMA;PR;01/06/2022;4341
PATOS;PB;01/06/2022;1527
MURIAE;MG;01/06/2022;4556
IGARASSU;PE;01/06/2022;1708
UBA;MG;01/06/2022;5536
NOVO GAMA;GO;01/06/2022;470
ACAILANDIA;MA;01/06/2022;661
TRES LAGOAS;MS;01/06/2022;3279
EUNAPOLIS;BA;01/06/2022;2996
FORMOSA;GO;01/06/2022;2960
CORUMBA;MS;01/06/2022;2143
SAO LOURENCO DA MATA;PE;01/06/2022;1897
JAPERI;RJ;01/06/2022;1854
TUBARAO;SC;01/06/2022;3862
CAMBE;PR;01/06/2022;7641
ABREU E LIMA;PE;01/06/2022;1684
GUAIBA;RS;01/06/2022;2726
BACABAL;MA;01/06/2022;675
ERECHIM;RS;01/06/2022;1676
PARINTINS;AM;01/06/2022;158
ITUIUTABA;MG;01/06/2022;4660
JANDIRA;SP;01/06/2022;5291
ASSIS;SP;01/06/2022;6545
TUCURUI;PA;01/06/2022;358
CAIEIRAS;SP;01/06/2022;9485
ARAXA;MG;01/06/2022;4624
LAVRAS;MG;01/06/2022;1518
BARRA DO PIRAI;RJ;01/06/2022;694
IGUATU;CE;01/06/2022;2579
SANTA CRUZ DO CAPIBARIBE;PE;01/06/2022;732
ITAPERUNA;RJ;01/06/2022;3758
ALTAMIRA;PA;01/06/2022;882
LEME;SP;01/06/2022;4608
LAGARTO;SE;01/06/2022;390
ITUMBIARA;GO;01/06/2022;2777
PARAGOMINAS;PA;01/06/2022;1106
SANTO ANTONIO DE JESUS;BA;01/06/2022;1975
ITAJUBA;MG;01/06/2022;3275
ITAITUBA;PA;01/06/2022;173
PIRAQUARA;PR;01/06/2022;4142
ITANHAEM;SP;01/06/2022;5598
SAO GONCALO DO AMARANTE;RN;01/06/2022;1780
ITAPEVA;SP;01/06/2022;3303
CAMPO MOURAO;PR;01/06/2022;4595
SARANDI;PR;01/06/2022;9937
SAO PEDRO DA ALDEIA;RJ;01/06/2022;2496
SENADOR CANEDO;GO;01/06/2022;3071
ITABAIANA;SE;01/06/2022;264
ITAUNA;MG;01/06/2022;4244
CATALAO;GO;01/06/2022;3368
ARIQUEMES;RO;01/06/2022;2076
VOTUPORANGA;SP;01/06/2022;4214
CACAPAVA;SP;01/06/2022;3271
JATAI;GO;01/06/2022;2772
VALENCA;BA;01/06/2022;290
MOGI MIRIM;SP;01/06/2022;5279
SAO JOAO DA BOA VISTA;SP;01/06/2022;8510
PAULINIA;SP;01/06/2022;7323
SAO JOAO DEL REI;MG;01/06/2022;1401
ITACOATIARA;AM;01/06/2022;58
LORENA;SP;01/06/2022;5569
ESTEIO;RS;01/06/2022;3919
TIMOTEO;MG;01/06/2022;3461
FAZENDA RIO GRANDE;PR;01/06/2022;7917
PARA DE MINAS;MG;01/06/2022;3778
MAIRIPORA;SP;01/06/2022;2051
CANDEIAS;BA;01/06/2022;371
BREVES;PA;01/06/2022;243
TANGARA DA SERRA;MT;01/06/2022;2846
PARANAVAI;PR;01/06/2022;2502
CARATINGA;MG;01/06/2022;3580
AVARE;SP;01/06/2022;5151
CACERES;MT;01/06/2022;700
PARACATU;MG;01/06/2022;2051
SANTANA DO LIVRAMENTO;RS;01/06/2022;623
NOVA LIMA;MG;01/06/2022;5617
CACHOEIRA DO SUL;RS;01/06/2022;383
UBATUBA;SP;01/06/2022;3413
SAO ROQUE;SP;01/06/2022;3920
ARACRUZ;ES;01/06/2022;1852
SAO CRISTOVAO;SE;01/06/2022;1668
PATROCINIO;MG;01/06/2022;2166
IPOJUCA;PE;01/06/2022;2091
SEROPEDICA;RJ;01/06/2022;2096
PLANALTINA;GO;01/06/2022;689
CRUZEIRO;SP;01/06/2022;1851
IJUI;RS;01/06/2022;1450
TRES RIOS;RJ;01/06/2022;1208
BARRA DO CORDA;MA;01/06/2022;88
MANHUACU;MG;01/06/2022;2650
MATAO;SP;01/06/2022;2946
ARUJA;SP;01/06/2022;7976
SERRA TALHADA;PE;01/06/2022;445
GURUPI;TO;01/06/2022;590
ARARIPINA;PE;01/06/2022;661
FRANCISCO BELTRAO;PR;01/06/2022;1397
QUIXADA;CE;01/06/2022;2337
GUANAMBI;BA;01/06/2022;3456
SAPIRANGA;RS;01/06/2022;3941
SANTO ANGELO;RS;01/06/2022;968
JACOBINA;BA;01/06/2022;622
PINHEIRO;MA;01/06/2022;29
CARPINA;PE;01/06/2022;2606
CAMPO LIMPO PAULISTA;SP;01/06/2022;2781
JOAO MONLEVADE;MG;01/06/2022;2622
CACOAL;RO;01/06/2022;1240
BEBEDOURO;SP;01/06/2022;4243
VILHENA;RO;01/06/2022;288
GRAVATA;PE;01/06/2022;2679
PACATUBA;CE;01/06/2022;1531
SERRINHA;BA;01/06/2022;1470
CANINDE;CE;01/06/2022;995
LAJEADO;RS;01/06/2022;3104
SAO BENTO DO SUL;SC;01/06/2022;726
ALFENAS;MG;01/06/2022;3494
GOIANA;PE;01/06/2022;494
ALEGRETE;RS;01/06/2022;471
NOVA SERRANA;MG;01/06/2022;3635
PONTA PORA;MS;01/06/2022;3192
PATO BRANCO;PR;01/06/2022;590
VICOSA;MG;01/06/2022;7306
CRUZEIRO DO SUL;AC;01/06/2022;515
SAO SEBASTIAO;SP;01/06/2022;3650
TRES CORACOES;MG;01/06/2022;747
SAQUAREMA;RJ;01/06/2022;2540
PICOS;PI;01/06/2022;1124
LINS;SP;01/06/2022;5321
JABOTICABAL;SP;01/06/2022;1902
CURVELO;MG;01/06/2022;2747
REDENCAO;PA;01/06/2022;265
TELEMACO BORBA;PR;01/06/2022;3951
UNAI;MG;01/06/2022;2214
CACADOR;SC;01/06/2022;950
BELO JARDIM;PE;01/06/2022;1235
SAO FELIX DO XINGU;PA;01/06/2022;198
CATAGUASES;MG;01/06/2022;1471
PIRASSUNUNGA;SP;01/06/2022;2793
CRATEUS;CE;01/06/2022;2646
CALDAS NOVAS;GO;01/06/2022;5223
AQUIRAZ;CE;01/06/2022;1029
RIO LARGO;AL;01/06/2022;1905
IBIUNA;SP;01/06/2022;817
VALENCA;RJ;01/06/2022;473
PALMEIRA DOS INDIOS;AL;01/06/2022;410
ARCOVERDE;PE;01/06/2022;649
QUIXERAMOBIM;CE;01/06/2022;667
CIANORTE;PR;01/06/2022;6634
OURO PRETO;MG;01/06/2022;3271
VIANA;ES;01/06/2022;2044
CAJAMAR;SP;01/06/2022;6877
CHAPADINHA;MA;01/06/2022;198
ARACATI;CE;01/06/2022;551
TIANGUA;CE;01/06/2022;809
RUSSAS;CE;01/06/2022;2320
CONCORDIA;SC;01/06/2022;1169
DIAS DAVILA;BA;01/06/2022;967
CASTRO;PR;01/06/2022;781
CAMBORIU;SC;01/06/2022;5847
SANTA ROSA;RS;01/06/2022;1678
ITAPIRA;SP;01/06/2022;1785
MOCOCA;SP;01/06/2022;1671
CEARA MIRIM;RN;01/06/2022;282
MACAIBA;RN;01/06/2022;463
VINHEDO;SP;01/06/2022;4099
FERNANDOPOLIS;SP;01/06/2022;2076
SAO SEBASTIAO DO PARAISO;MG;01/06/2022;769
AMPARO;SP;01/06/2022;3075
FORMIGA;MG;01/06/2022;1149
CASCAVEL;CE;01/06/2022;651
EMBU GUACU;SP;01/06/2022;2924
SOUSA;PB;01/06/2022;909
NAVEGANTES;SC;01/06/2022;5511
VENANCIO AIRES;RS;01/06/2022;257
FARROUPILHA;RS;01/06/2022;2531
TUPA;SP;01/06/2022;1551
SORRISO;MT;01/06/2022;1612
ESTANCIA;SE;01/06/2022;886
ICO;CE;01/06/2022;1160
CAICO;RN;01/06/2022;1403
CRUZ ALTA;RS;01/06/2022;691
CAMAQUA;RS;01/06/2022;1182
LENCOIS PAULISTA;SP;01/06/2022;690
CAPANEMA;PA;01/06/2022;209
SANTO ANTONIO DO DESCOBERTO;GO;01/06/2022;772
OURICURI;PE;01/06/2022;170
ESCADA;PE;01/06/2022;864
ITAMARAJU;BA;01/06/2022;616
BRUMADO;BA;01/06/2022;392
PACAJUS;CE;01/06/2022;1073
PESQUEIRA;PE;01/06/2022;473
VACARIA;RS;01/06/2022;140
CONCEICAO DO COITE;BA;01/06/2022;2239
SAO BORJA;RS;01/06/2022;490
RIO DO SUL;SC;01/06/2022;620
CRUZ DAS ALMAS;BA;01/06/2022;1298
ARARANGUA;SC;01/06/2022;3253
JANUARIA;MG;01/06/2022;712
CARAZINHO;RS;01/06/2022;1134
ITABERABA;BA;01/06/2022;598
COSMOPOLIS;SP;01/06/2022;4231
PENAPOLIS;SP;01/06/2022;763
GOIANESIA;GO;01/06/2022;801
MORADA NOVA;CE;01/06/2022;444
CAMPO BOM;RS;01/06/2022;4002
PENEDO;AL;01/06/2022;1270
CAMOCIM;CE;01/06/2022;458
BOM JESUS DA LAPA;BA;01/06/2022;57
PEDRO LEOPOLDO;MG;01/06/2022;1725
ROLANDIA;PR;01/06/2022;1769
BIGUACU;SC;01/06/2022;4758
UNIAO DOS PALMARES;AL;01/06/2022;185
BEZERROS;PE;01/06/2022;967
LUIS EDUARDO MAGALHAES;BA;01/06/2022;2373
PERUIBE;SP;01/06/2022;2740
MONTENEGRO;RS;01/06/2022;1885
PALMARES;PE;01/06/2022;884
SURUBIM;PE;01/06/2022;269
CIDADE OCIDENTAL;GO;01/06/2022;882
GASPAR;SC;01/06/2022;1191
ICARA;SC;01/06/2022;919
BATATAIS;SP;01/06/2022;602
GRAJAU;MA;01/06/2022;182
PONTE NOVA;MG;01/06/2022;2592
SANTO AMARO;BA;01/06/2022;198
HORIZONTE;CE;01/06/2022;643
ACARAU;CE;01/06/2022;145
MORENO;PE;01/06/2022;474
UNIAO DA VITORIA;PR;01/06/2022;456
SANTA IZABEL DO PARA;PA;01/06/2022;299
LIMOEIRO DO NORTE;CE;01/06/2022;861
ANDRADINA;SP;01/06/2022;2987
BARRA DO GARCAS;MT;01/06/2022;1979
GUARABIRA;PB;01/06/2022;1071
MIRASSOL;SP;01/06/2022;2176
INDAIAL;SC;01/06/2022;1600
SALGUEIRO;PE;01/06/2022;854
TRES PONTAS;MG;01/06/2022;162
SAO MIGUEL DOS CAMPOS;AL;01/06/2022;559
IRATI;PR;01/06/2022;412
RIO BONITO;RJ;01/06/2022;2134
BARBALHA;CE;01/06/2022;2120
IBITINGA;SP;01/06/2022;817
LAGOA SANTA;MG;01/06/2022;3671
TAQUARA;RS;01/06/2022;1069
PIRAPORA;MG;01/06/2022;1503
TAUA;CE;01/06/2022;235
LIMOEIRO;PE;01/06/2022;857
CABEDELO;PB;01/06/2022;2316
REGISTRO;SP;01/06/2022;441
TIMBAUBA;PE;01/06/2022;532
TAQUARITINGA;SP;01/06/2022;216
CACHOEIRAS DE MACACU;RJ;01/06/2022;193
CANOINHAS;SC;01/06/2022;521
MARIANA;MG;01/06/2022;3302
PORTO FERREIRA;SP;01/06/2022;943
FRUTAL;MG;01/06/2022;788
GUAPIMIRIM;RJ;01/06/2022;1117
SAO BENTO DO UNA;PE;01/06/2022;274
CAMPO BELO;MG;01/06/2022;2075
SAO PAULO;SP;01/07/2022;733793
RIO DE JANEIRO;RJ;01/07/2022;439854
SALVADOR;BA;01/07/2022;104413
BRASILIA;DF;01/07/2022;267855
FORTALEZA;CE;01/07/2022;113450
BELO HORIZONTE;MG;01/07/2022;202924
MANAUS;AM;01/07/2022;78670
CURITIBA;PR;01/07/2022;241048
RECIFE;PE;01/07/2022;75364
BELEM;PA;01/07/2022;56424
PORTO ALEGRE;RS;01/07/2022;140298
GOIANIA;GO;01/07/2022;143068
GUARULHOS;SP;01/07/2022;64213
CAMPINAS;SP;01/07/2022;105106
SAO LUIS;MA;01/07/2022;41362
SAO GONCALO;RJ;01/07/2022;49199
MACEIO;AL;01/07/2022;49563
DUQUE DE CAXIAS;RJ;01/07/2022;29498
NATAL;RN;01/07/2022;62365
TERESINA;PI;01/07/2022;51231
NOVA IGUACU;RJ;01/07/2022;22173
CAMPO GRANDE;MS;01/07/2022;58455
JOAO PESSOA;PB;01/07/2022;75907
SAO BERNARDO DO CAMPO;SP;01/07/2022;77045
OSASCO;SP;01/07/2022;43312
SANTO ANDRE;SP;01/07/2022;58781
JABOATAO DOS GUARARAPES;PE;01/07/2022;21582
SAO JOSE DOS CAMPOS;SP;01/07/2022;75064
CONTAGEM;MG;01/07/2022;29759
RIBEIRAO PRETO;SP;01/07/2022;64341
UBERLANDIA;MG;01/07/2022;71297
SOROCABA;SP;01/07/2022;80226
ARACAJU;SE;01/07/2022;37010
CUIABA;MT;01/07/2022;39082
FEIRA DE SANTANA;BA;01/07/2022;26330
JUIZ DE FORA;MG;01/07/2022;56069
JOINVILLE;SC;01/07/2022;28517
LONDRINA;PR;01/07/2022;58868
BELFORD ROXO;RJ;01/07/2022;14017
ANANINDEUA;PA;01/07/2022;19384
SAO JOAO DE MERITI;RJ;01/07/2022;13351
APARECIDA DE GOIANIA;GO;01/07/2022;18258
NITEROI;RJ;01/07/2022;65971
CAMPOS DOS GOYTACAZES;RJ;01/07/2022;38300
CAXIAS DO SUL;RS;01/07/2022;20869
MAUA;SP;01/07/2022;25518
FLORIANOPOLIS;SC;01/07/2022;79519
VILA VELHA;ES;01/07/2022;55674
SANTOS;SP;01/07/2022;27274
SAO JOSE DO RIO PRETO;SP;01/07/2022;37687
PORTO VELHO;RO;01/07/2022;26329
SERRA;ES;01/07/2022;38240
DIADEMA;SP;01/07/2022;19500
OLINDA;PE;01/07/2022;14354
MACAPA;AP;01/07/2022;11671
BETIM;MG;01/07/2022;35500
CAMPINA GRANDE;PB;01/07/2022;23700
MOGI DAS CRUZES;SP;01/07/2022;30336
CARAPICUIBA;SP;01/07/2022;35331
PIRACICABA;SP;01/07/2022;47568
MONTES CLAROS;MG;01/07/2022;20343
JUNDIAI;SP;01/07/2022;42881
MARINGA;PR;01/07/2022;59689
CARIACICA;ES;01/07/2022;19887
BAURU;SP;01/07/2022;21658
ANAPOLIS;GO;01/07/2022;20174
RIO BRANCO;AC;01/07/2022;17901
CANOAS;RS;01/07/2022;39624
SAO VICENTE;SP;01/07/2022;10518
VITORIA;ES;01/07/2022;40927
PELOTAS;RS;01/07/2022;22421
FRANCA;SP;01/07/2022;35234
ITAQUAQUECETUBA;SP;01/07/2022;9183
BLUMENAU;SC;01/07/2022;27188
PONTA GROSSA;PR;01/07/2022;23606
CARUARU;PE;01/07/2022;28939
CAUCAIA;CE;01/07/2022;5424
RIBEIRAO DAS NEVES;MG;01/07/2022;10557
VITORIA DA CONQUISTA;BA;01/07/2022;20585
PAULISTA;PE;01/07/2022;17263
PETROPOLIS;RJ;01/07/2022;12315
GUARUJA;SP;01/07/2022;15494
UBERABA;MG;01/07/2022;30432
PETROLINA;PE;01/07/2022;15523
BOA VISTA;RR;01/07/2022;8429
TAUBATE;SP;01/07/2022;22989
CASCAVEL;PR;01/07/2022;28794
SANTAREM;PA;01/07/2022;11174
LIMEIRA;SP;01/07/2022;21324
SUZANO;SP;01/07/2022;16442
SAO JOSE DOS PINHAIS;PR;01/07/2022;25621
PRAIA GRANDE;SP;01/07/2022;42320
GOVERNADOR VALADARES;MG;01/07/2022;13878
VOLTA REDONDA;RJ;01/07/2022;16118
GRAVATAI;RS;01/07/2022;17364
MOSSORO;RN;01/07/2022;14818
SANTA MARIA;RS;01/07/2022;8906
FOZ DO IGUACU;PR;01/07/2022;19735
VARZEA GRANDE;MT;01/07/2022;10014
NOVO HAMBURGO;RS;01/07/2022;25529
IMPERATRIZ;MA;01/07/2022;5972
JUAZEIRO DO NORTE;CE;01/07/2022;15143
SUMARE;SP;01/07/2022;21683
BARUERI;SP;01/07/2022;48771
IPATINGA;MG;01/07/2022;13346
CAMACARI;BA;01/07/2022;10859
VIAMAO;RS;01/07/2022;8278
EMBU DAS ARTES;SP;01/07/2022;13493
