Cidade,Uf,mes/ano,mub
PARANAVAI,PR,01/09/2022,2.865
CARATINGA,MG,01/09/2022,4.058
AVARE,SP,01/09/2022,5.251
CACERES,MT,01/09/2022,720
PARACATU,MG,01/09/2022,2.458
SANTANA DO LIVRAMENTO,RS,01/09/2022,813
NOVA LIMA,MG,01/09/2022,5.919
CACHOEIRA DO SUL,RS,01/09/2022,1.198
UBATUBA,SP,01/09/2022,4.906
SAO ROQUE,SP,01/09/2022,4.288
ARACRUZ,ES,01/09/2022,2.215
SAO CRISTOVAO,SE,01/09/2022,1.891
PATROCINIO,MG,01/09/2022,2.588
IPOJUCA,PE,01/09/2022,2.929
SEROPEDICA,RJ,01/09/2022,3.702
PLANALTINA,GO,01/09/2022,978
CRUZEIRO,SP,01/09/2022,2.216
IJUI,RS,01/09/2022,1.754
TRES RIOS,RJ,01/09/2022,1.591
BARRA DO CORDA,MA,01/09/2022,90
MANHUACU,MG,01/09/2022,3.123
MATAO,SP,01/09/2022,3.357
ARUJA,SP,01/09/2022,8.856
SERRA TALHADA,PE,01/09/2022,860
GURUPI,TO,01/09/2022,911
ARARIPINA,PE,01/09/2022,1.023
FRANCISCO BELTRAO,PR,01/09/2022,1.643
QUIXADA,CE,01/09/2022,2.525
GUANAMBI,BA,01/09/2022,4.529
SAPIRANGA,RS,01/09/2022,4.579
SANTO ANGELO,RS,01/09/2022,1.365
JACOBINA,BA,01/09/2022,881
PINHEIRO,MA,01/09/2022,42
CARPINA,PE,01/09/2022,3.578
CAMPO LIMPO PAULISTA,SP,01/09/2022,3.008
JOAO MONLEVADE,MG,01/09/2022,3.008
CACOAL,RO,01/09/2022,1.572
BEBEDOURO,SP,01/09/2022,4.852
VILHENA,RO,01/09/2022,559
GRAVATA,PE,01/09/2022,2.706
PACATUBA,CE,01/09/2022,2.042
SERRINHA,BA,01/09/2022,1.650
CANINDE,CE,01/09/2022,1.259
LAJEADO,RS,01/09/2022,3.674
SAO BENTO DO SUL,SC,01/09/2022,1.162
ALFENAS,MG,01/09/2022,4.239
GOIANA,PE,01/09/2022,543
ALEGRETE,RS,01/09/2022,558
NOVA SERRANA,MG,01/09/2022,4.291
PONTA PORA,MS,01/09/2022,3.686
PATO BRANCO,PR,01/09/2022,913
VICOSA,MG,01/09/2022,7.706
CRUZEIRO DO SUL,AC,01/09/2022,887
SAO SEBASTIAO,SP,01/09/2022,4.341
TRES CORACOES,MG,01/09/2022,1.009
SAQUAREMA,RJ,01/09/2022,2.699
PICOS,PI,01/09/2022,1.737
LINS,SP,01/09/2022,6.068
JABOTICABAL,SP,01/09/2022,2.120
CURVELO,MG,01/09/2022,3.143
REDENCAO,PA,01/09/2022,486
TELEMACO BORBA,PR,01/09/2022,4.395
UNAI,MG,01/09/2022,2.379
CACADOR,SC,01/09/2022,1.138
BELO JARDIM,PE,01/09/2022,1.221
SAO FELIX DO XINGU,PA,01/09/2022,216
CATAGUASES,MG,01/09/2022,1.822
PIRASSUNUNGA,SP,01/09/2022,3.038
CRATEUS,CE,01/09/2022,3.054
CALDAS NOVAS,GO,01/09/2022,6.104
AQUIRAZ,CE,01/09/2022,1.179
RIO LARGO,AL,01/09/2022,2.179
IBIUNA,SP,01/09/2022,1.030
VALENCA,RJ,01/09/2022,831
PALMEIRA DOS INDIOS,AL,01/09/2022,453
ARCOVERDE,PE,01/09/2022,1.041
QUIXERAMOBIM,CE,01/09/2022,715
CIANORTE,PR,01/09/2022,7.189
OURO PRETO,MG,01/09/2022,3.584
VIANA,ES,01/09/2022,2.354
CAJAMAR,SP,01/09/2022,7.751
CHAPADINHA,MA,01/09/2022,432
ARACATI,CE,01/09/2022,721
TIANGUA,CE,01/09/2022,1.031
RUSSAS,CE,01/09/2022,2.489
CONCORDIA,SC,01/09/2022,1.620
DIAS DAVILA,BA,01/09/2022,1.197
CASTRO,PR,01/09/2022,985
CAMBORIU,SC,01/09/2022,6.525
SANTA ROSA,RS,01/09/2022,2.194
ITAPIRA,SP,01/09/2022,2.033
MOCOCA,SP,01/09/2022,1.974
CEARA MIRIM,RN,01/09/2022,514
MACAIBA,RN,01/09/2022,478
VINHEDO,SP,01/09/2022,4.347
FERNANDOPOLIS,SP,01/09/2022,2.481
SAO SEBASTIAO DO PARAISO,MG,01/09/2022,1.116
AMPARO,SP,01/09/2022,3.294
FORMIGA,MG,01/09/2022,1.490
CASCAVEL,CE,01/09/2022,844
EMBU GUACU,SP,01/09/2022,3.279
SOUSA,PB,01/09/2022,978
NAVEGANTES,SC,01/09/2022,6.130
VENANCIO AIRES,RS,01/09/2022,207
FARROUPILHA,RS,01/09/2022,2.631
TUPA,SP,01/09/2022,1.745
SORRISO,MT,01/09/2022,2.059
ESTANCIA,SE,01/09/2022,1.302
ICO,CE,01/09/2022,1.130
CAICO,RN,01/09/2022,1.981
CRUZ ALTA,RS,01/09/2022,789
CAMAQUA,RS,01/09/2022,1.377
LENCOIS PAULISTA,SP,01/09/2022,2.088
CAPANEMA,PA,01/09/2022,327
SANTO ANTONIO DO DESCOBERTO,GO,01/09/2022,1.431
OURICURI,PE,01/09/2022,140
ESCADA,PE,01/09/2022,1.108
ITAMARAJU,BA,01/09/2022,700
BRUMADO,BA,01/09/2022,473
PACAJUS,CE,01/09/2022,2.052
PESQUEIRA,PE,01/09/2022,727
VACARIA,RS,01/09/2022,143
CONCEICAO DO COITE,BA,01/09/2022,2.478
SAO BORJA,RS,01/09/2022,826
RIO DO SUL,SC,01/09/2022,822
CRUZ DAS ALMAS,BA,01/09/2022,1.709
ARARANGUA,SC,01/09/2022,3.814
JANUARIA,MG,01/09/2022,928
CARAZINHO,RS,01/09/2022,1.292
ITABERABA,BA,01/09/2022,1.515
COSMOPOLIS,SP,01/09/2022,4.667
PENAPOLIS,SP,01/09/2022,958
GOIANESIA,GO,01/09/2022,914
MORADA NOVA,CE,01/09/2022,368
CAMPO BOM,RS,01/09/2022,4.500
PENEDO,AL,01/09/2022,1.594
CAMOCIM,CE,01/09/2022,525
BOM JESUS DA LAPA,BA,01/09/2022,76
PEDRO LEOPOLDO,MG,01/09/2022,2.254
ROLANDIA,PR,01/09/2022,2.113
BIGUACU,SC,01/09/2022,5.066
UNIAO DOS PALMARES,AL,01/09/2022,217
BEZERROS,PE,01/09/2022,1.347
LUIS EDUARDO MAGALHAES,BA,01/09/2022,2.659
PERUIBE,SP,01/09/2022,3.107
MONTENEGRO,RS,01/09/2022,2.104
PALMARES,PE,01/09/2022,2.265
SURUBIM,PE,01/09/2022,480
CIDADE OCIDENTAL,GO,01/09/2022,1.124
GASPAR,SC,01/09/2022,1.299
ICARA,SC,01/09/2022,1.109
BATATAIS,SP,01/09/2022,826
GRAJAU,MA,01/09/2022,565
PONTE NOVA,MG,01/09/2022,2.830
SANTO AMARO,BA,01/09/2022,266
HORIZONTE,CE,01/09/2022,695
ACARAU,CE,01/09/2022,190
MORENO,PE,01/09/2022,598
UNIAO DA VITORIA,PR,01/09/2022,576
SANTA IZABEL DO PARA,PA,01/09/2022,294
LIMOEIRO DO NORTE,CE,01/09/2022,1.097
ANDRADINA,SP,01/09/2022,3.260
BARRA DO GARCAS,MT,01/09/2022,2.241
GUARABIRA,PB,01/09/2022,1.521
MIRASSOL,SP,01/09/2022,2.611
INDAIAL,SC,01/09/2022,1.756
SALGUEIRO,PE,01/09/2022,1.493
TRES PONTAS,MG,01/09/2022,433
SAO MIGUEL DOS CAMPOS,AL,01/09/2022,890
IRATI,PR,01/09/2022,572
RIO BONITO,RJ,01/09/2022,2.176
BARBALHA,CE,01/09/2022,2.291
IBITINGA,SP,01/09/2022,954
LAGOA SANTA,MG,01/09/2022,4.158
TAQUARA,RS,01/09/2022,1.420
PIRAPORA,MG,01/09/2022,1.787
TAUA,CE,01/09/2022,266
LIMOEIRO,PE,01/09/2022,1.381
CABEDELO,PB,01/09/2022,2.731
REGISTRO,SP,01/09/2022,583
TIMBAUBA,PE,01/09/2022,709
TAQUARITINGA,SP,01/09/2022,289
CACHOEIRAS DE MACACU,RJ,01/09/2022,218
CANOINHAS,SC,01/09/2022,786
MARIANA,MG,01/09/2022,3.814
PORTO FERREIRA,SP,01/09/2022,1.047
FRUTAL,MG,01/09/2022,884
GUAPIMIRIM,RJ,01/09/2022,1.675
SAO BENTO DO UNA,PE,01/09/2022,216
CAMPO BELO,MG,01/09/2022,2.426
SAO PAULO,SP,01/10/2022,714.131
RIO DE JANEIRO,RJ,01/10/2022,428.189
SALVADOR,BA,01/10/2022,98.517
BRASILIA,DF,01/10/2022,267.826
FORTALEZA,CE,01/10/2022,109.269
BELO HORIZONTE,MG,01/10/2022,195.109
MANAUS,AM,01/10/2022,82.013
CURITIBA,PR,01/10/2022,228.287
RECIFE,PE,01/10/2022,73.566
BELEM,PA,01/10/2022,56.788
PORTO ALEGRE,RS,01/10/2022,127.434
GOIANIA,GO,01/10/2022,142.267
GUARULHOS,SP,01/10/2022,68.253
CAMPINAS,SP,01/10/2022,100.666
SAO LUIS,MA,01/10/2022,40.097
SAO GONCALO,RJ,01/10/2022,52.183
MACEIO,AL,01/10/2022,47.244
DUQUE DE CAXIAS,RJ,01/10/2022,32.985
NATAL,RN,01/10/2022,60.044
TERESINA,PI,01/10/2022,55.026
NOVA IGUACU,RJ,01/10/2022,22.615
CAMPO GRANDE,MS,01/10/2022,57.065
JOAO PESSOA,PB,01/10/2022,71.247
SAO BERNARDO DO CAMPO,SP,01/10/2022,76.244
OSASCO,SP,01/10/2022,41.369
SANTO ANDRE,SP,01/10/2022,56.201
JABOATAO DOS GUARARAPES,PE,01/10/2022,22.522
SAO JOSE DOS CAMPOS,SP,01/10/2022,72.463
CONTAGEM,MG,01/10/2022,29.903
RIBEIRAO PRETO,SP,01/10/2022,62.204
UBERLANDIA,MG,01/10/2022,69.704
SOROCABA,SP,01/10/2022,75.399
ARACAJU,SE,01/10/2022,37.328
CUIABA,MT,01/10/2022,36.853
FEIRA DE SANTANA,BA,01/10/2022,27.721
JUIZ DE FORA,MG,01/10/2022,53.772
JOINVILLE,SC,01/10/2022,26.976
LONDRINA,PR,01/10/2022,56.006
BELFORD ROXO,RJ,01/10/2022,15.605
ANANINDEUA,PA,01/10/2022,19.999
SAO JOAO DE MERITI,RJ,01/10/2022,15.083
APARECIDA DE GOIANIA,GO,01/10/2022,19.690
NITEROI,RJ,01/10/2022,61.951
CAMPOS DOS GOYTACAZES,RJ,01/10/2022,39.170
CAXIAS DO SUL,RS,01/10/2022,19.293
MAUA,SP,01/10/2022,25.662
FLORIANOPOLIS,SC,01/10/2022,77.376
VILA VELHA,ES,01/10/2022,53.336
SANTOS,SP,01/10/2022,25.403
SAO JOSE DO RIO PRETO,SP,01/10/2022,34.203
PORTO VELHO,RO,01/10/2022,26.408
SERRA,ES,01/10/2022,39.605
DIADEMA,SP,01/10/2022,19.179
OLINDA,PE,01/10/2022,14.928
MACAPA,AP,01/10/2022,12.054
BETIM,MG,01/10/2022,35.465
CAMPINA GRANDE,PB,01/10/2022,22.664
MOGI DAS CRUZES,SP,01/10/2022,28.855
CARAPICUIBA,SP,01/10/2022,35.390
PIRACICABA,SP,01/10/2022,46.233
MONTES CLAROS,MG,01/10/2022,20.530
JUNDIAI,SP,01/10/2022,38.931
MARINGA,PR,01/10/2022,54.812
CARIACICA,ES,01/10/2022,20.872
BAURU,SP,01/10/2022,20.848
ANAPOLIS,GO,01/10/2022,20.925
RIO BRANCO,AC,01/10/2022,19.460
CANOAS,RS,01/10/2022,35.325
SAO VICENTE,SP,01/10/2022,10.541
VITORIA,ES,01/10/2022,38.026
PELOTAS,RS,01/10/2022,22.871
FRANCA,SP,01/10/2022,35.084
ITAQUAQUECETUBA,SP,01/10/2022,9.769
BLUMENAU,SC,01/10/2022,25.622
PONTA GROSSA,PR,01/10/2022,22.681
CARUARU,PE,01/10/2022,29.801
CAUCAIA,CE,01/10/2022,5.653
RIBEIRAO DAS NEVES,MG,01/10/2022,11.499
VITORIA DA CONQUISTA,BA,01/10/2022,22.948
PAULISTA,PE,01/10/2022,19.352
PETROPOLIS,RJ,01/10/2022,11.749
GUARUJA,SP,01/10/2022,13.964
UBERABA,MG,01/10/2022,28.896
PETROLINA,PE,01/10/2022,20.382
BOA VISTA,RR,01/10/2022,8.205
TAUBATE,SP,01/10/2022,22.125
CASCAVEL,PR,01/10/2022,28.177
SANTAREM,PA,01/10/2022,13.241
LIMEIRA,SP,01/10/2022,20.949
SUZANO,SP,01/10/2022,17.052
SAO JOSE DOS PINHAIS,PR,01/10/2022,25.373
PRAIA GRANDE,SP,01/10/2022,38.672
GOVERNADOR VALADARES,MG,01/10/2022,14.126
VOLTA REDONDA,RJ,01/10/2022,15.336
GRAVATAI,RS,01/10/2022,17.928
MOSSORO,RN,01/10/2022,15.515
SANTA MARIA,RS,01/10/2022,9.565
FOZ DO IGUACU,PR,01/10/2022,19.651
VARZEA GRANDE,MT,01/10/2022,10.875
NOVO HAMBURGO,RS,01/10/2022,25.479
IMPERATRIZ,MA,01/10/2022,7.581
JUAZEIRO DO NORTE,CE,01/10/2022,15.322
SUMARE,SP,01/10/2022,21.185
BARUERI,SP,01/10/2022,44.329
IPATINGA,MG,01/10/2022,12.751
CAMACARI,BA,01/10/2022,11.500
VIAMAO,RS,01/10/2022,8.439
EMBU DAS ARTES,SP,01/10/2022,13.532
ITABORAI,RJ,01/10/2022,6.827
TABOAO DA SERRA,SP,01/10/2022,15.520
MAGE,RJ,01/10/2022,8.878
MARABA,PA,01/10/2022,9.010
PALMAS,TO,01/10/2022,9.629
SAO CARLOS,SP,01/10/2022,21.715
COLOMBO,PR,01/10/2022,14.076
ARAPIRACA,AL,01/10/2022,16.747
MARILIA,SP,01/10/2022,16.168
SETE LAGOAS,MG,01/10/2022,13.970
SAO LEOPOLDO,RS,01/10/2022,16.562
DIVINOPOLIS,MG,01/10/2022,20.964
MARACANAU,CE,01/10/2022,6.364
AMERICANA,SP,01/10/2022,18.243
JACAREI,SP,01/10/2022,19.818
ITAPEVI,SP,01/10/2022,16.846
PARNAMIRIM,RN,01/10/2022,11.375
PRESIDENTE PRUDENTE,SP,01/10/2022,21.423
ARARAQUARA,SP,01/10/2022,21.736
MACAE,RJ,01/10/2022,19.554
ITABUNA,BA,01/10/2022,5.541
SAO JOSE,SC,01/10/2022,27.148
SANTA LUZIA,MG,01/10/2022,8.580
INDAIATUBA,SP,01/10/2022,30.153
ALVORADA,RS,01/10/2022,5.832
COTIA,SP,01/10/2022,17.249
JUAZEIRO,BA,01/10/2022,8.908
HORTOLANDIA,SP,01/10/2022,23.580
RIO GRANDE,RS,01/10/2022,8.285
DOURADOS,MS,01/10/2022,12.511
CRICIUMA,SC,01/10/2022,12.658
RONDONOPOLIS,MT,01/10/2022,12.215
CACHOEIRO DE ITAPEMIRIM,ES,01/10/2022,7.614
CABO FRIO,RJ,01/10/2022,13.470
RIO CLARO,SP,01/10/2022,16.423
SOBRAL,CE,01/10/2022,9.665
SANTA BARBARA DOESTE,SP,01/10/2022,8.493
PASSO FUNDO,RS,01/10/2022,13.451
ARACATUBA,SP,01/10/2022,18.807
CHAPECO,SC,01/10/2022,9.959
ITAJAI,SC,01/10/2022,12.954
ILHEUS,BA,01/10/2022,5.845
CABO DE SANTO AGOSTINHO,PE,01/10/2022,5.916
MESQUITA,RJ,01/10/2022,13.833
FERRAZ DE VASCONCELOS,SP,01/10/2022,7.173
NOVA FRIBURGO,RJ,01/10/2022,7.160
BARRA MANSA,RJ,01/10/2022,9.517
LAURO DE FREITAS,BA,01/10/2022,15.830
CASTANHAL,PA,01/10/2022,3.687
RIO VERDE,GO,01/10/2022,6.993
IBIRITE,MG,01/10/2022,8.287
ANGRA DOS REIS,RJ,01/10/2022,7.600
LUZIANIA,GO,01/10/2022,3.433
GUARAPUAVA,PR,01/10/2022,6.492
FRANCISCO MORATO,SP,01/10/2022,9.318
NOSSA SENHORA DO SOCORRO,SE,01/10/2022,11.789
AGUAS LINDAS DE GOIAS,GO,01/10/2022,4.006
CAMARAGIBE,PE,01/10/2022,4.847
TERESOPOLIS,RJ,01/10/2022,12.413
LAGES,SC,01/10/2022,6.973
ITU,SP,01/10/2022,9.225
PARAUAPEBAS,PA,01/10/2022,6.901
POCOS DE CALDAS,MG,01/10/2022,12.489
TIMON,MA,01/10/2022,2.920
NILOPOLIS,RJ,01/10/2022,7.717
JEQUIE,BA,01/10/2022,4.182
CAXIAS,MA,01/10/2022,3.602
SAO JOSE DE RIBAMAR,MA,01/10/2022,6.339
PINDAMONHANGABA,SP,01/10/2022,4.617
BRAGANCA PAULISTA,SP,01/10/2022,11.878
PARNAIBA,PI,01/10/2022,3.656
SAO CAETANO DO SUL,SP,01/10/2022,30.708
QUEIMADOS,RJ,01/10/2022,4.173
ITAPETININGA,SP,01/10/2022,7.635
PARANAGUA,PR,01/10/2022,7.517
JARAGUA DO SUL,SC,01/10/2022,11.903
LINHARES,ES,01/10/2022,5.116
PALHOCA,SC,01/10/2022,15.879
TEIXEIRA DE FREITAS,BA,01/10/2022,8.791
VALPARAISO DE GOIAS,GO,01/10/2022,11.879
PATOS DE MINAS,MG,01/10/2022,7.573
ALAGOINHAS,BA,01/10/2022,1.667
MOGI GUACU,SP,01/10/2022,10.344
ITAPECERICA DA SERRA,SP,01/10/2022,8.498
ABAETETUBA,PA,01/10/2022,571
ARAGUAINA,TO,01/10/2022,3.317
TEOFILO OTONI,MG,01/10/2022,5.329
SAPUCAIA DO SUL,RS,01/10/2022,9.142
JAU,SP,01/10/2022,7.072
BARREIRAS,BA,01/10/2022,4.564
POUSO ALEGRE,MG,01/10/2022,11.396
VITORIA DE SANTO ANTAO,PE,01/10/2022,6.317
MARICA,RJ,01/10/2022,8.306
BOTUCATU,SP,01/10/2022,8.716
BARBACENA,MG,01/10/2022,4.311
GARANHUNS,PE,01/10/2022,9.686
ATIBAIA,SP,01/10/2022,9.476
PORTO SEGURO,BA,01/10/2022,4.754
VARGINHA,MG,01/10/2022,10.388
URUGUAIANA,RS,01/10/2022,3.582
APUCARANA,PR,01/10/2022,4.818
CUBATAO,SP,01/10/2022,3.089
SANTA RITA,PB,01/10/2022,4.243
RESENDE,RJ,01/10/2022,9.829
ARAUCARIA,PR,01/10/2022,6.552
ARARAS,SP,01/10/2022,7.194
CRATO,CE,01/10/2022,6.676
PINHAIS,PR,01/10/2022,12.411
CACHOEIRINHA,RS,01/10/2022,5.951
SABARA,MG,01/10/2022,2.899
SANTA CRUZ DO SUL,RS,01/10/2022,5.148
CONSELHEIRO LAFAIETE,MG,01/10/2022,6.913
SIMOES FILHO,BA,01/10/2022,1.395
CAMETA,PA,01/10/2022,684
BAGE,RS,01/10/2022,3.398
TOLEDO,PR,01/10/2022,10.667
FRANCO DA ROCHA,SP,01/10/2022,5.664
CATANDUVA,SP,01/10/2022,7.194
VARZEA PAULISTA,SP,01/10/2022,9.551
SANTANA DE PARNAIBA,SP,01/10/2022,20.196
GUARATINGUETA,SP,01/10/2022,6.363
ITAPIPOCA,CE,01/10/2022,1.168
BARRETOS,SP,01/10/2022,9.279
MARITUBA,PA,01/10/2022,1.474
SERTAOZINHO,SP,01/10/2022,4.924
BAYEUX,PB,01/10/2022,2.272
SINOP,MT,01/10/2022,13.818
VOTORANTIM,SP,01/10/2022,11.635
CODO,MA,01/10/2022,532
ITAGUAI,RJ,01/10/2022,4.287
JI PARANA,RO,01/10/2022,3.848
MARANGUAPE,CE,01/10/2022,1.774
ITABIRA,MG,01/10/2022,3.672
BIRIGUI,SP,01/10/2022,5.810
ARARUAMA,RJ,01/10/2022,5.903
BRAGANCA,PA,01/10/2022,1.751
CAMPO LARGO,PR,01/10/2022,4.930
PACO DO LUMIAR,MA,01/10/2022,1.944
ARAGUARI,MG,01/10/2022,5.823
SALTO,SP,01/10/2022,11.068
VESPASIANO,MG,01/10/2022,2.281
SAO MATEUS,ES,01/10/2022,3.915
PASSOS,MG,01/10/2022,6.818
VALINHOS,SP,01/10/2022,14.689
TATUI,SP,01/10/2022,5.230
ALMIRANTE TAMANDARE,PR,01/10/2022,3.347
RIO DAS OSTRAS,RJ,01/10/2022,14.566
CORONEL FABRICIANO,MG,01/10/2022,8.502
BRUSQUE,SC,01/10/2022,3.060
COLATINA,ES,01/10/2022,2.798
BENTO GONCALVES,RS,01/10/2022,9.558
TRINDADE,GO,01/10/2022,6.115
RIBEIRAO PIRES,SP,01/10/2022,4.039
ARAPONGAS,PR,01/10/2022,6.017
PAULO AFONSO,BA,01/10/2022,2.912
POA,SP,01/10/2022,9.903
GUARAPARI,ES,01/10/2022,5.527
CARAGUATATUBA,SP,01/10/2022,6.918
OURINHOS,SP,01/10/2022,6.615
BALNEARIO CAMBORIU,SC,01/10/2022,30.166
SANTANA,AP,01/10/2022,927
ITATIBA,SP,01/10/2022,5.934
BARCARENA,PA,01/10/2022,1.050
UMUARAMA,PR,01/10/2022,5.023
PATOS,PB,01/10/2022,2.079
MURIAE,MG,01/10/2022,5.372
IGARASSU,PE,01/10/2022,3.564
UBA,MG,01/10/2022,7.008
NOVO GAMA,GO,01/10/2022,616
ACAILANDIA,MA,01/10/2022,1.312
TRES LAGOAS,MS,01/10/2022,4.625
EUNAPOLIS,BA,01/10/2022,4.876
FORMOSA,GO,01/10/2022,3.530
CORUMBA,MS,01/10/2022,2.508
SAO LOURENCO DA MATA,PE,01/10/2022,2.413
JAPERI,RJ,01/10/2022,3.774
TUBARAO,SC,01/10/2022,4.163
CAMBE,PR,01/10/2022,8.293
ABREU E LIMA,PE,01/10/2022,2.164
GUAIBA,RS,01/10/2022,4.443
BACABAL,MA,01/10/2022,1.166
ERECHIM,RS,01/10/2022,2.169
PARINTINS,AM,01/10/2022,183
ITUIUTABA,MG,01/10/2022,6.533
JANDIRA,SP,01/10/2022,5.329
ASSIS,SP,01/10/2022,7.534
TUCURUI,PA,01/10/2022,516
CAIEIRAS,SP,01/10/2022,10.220
ARAXA,MG,01/10/2022,5.129
LAVRAS,MG,01/10/2022,1.911
BARRA DO PIRAI,RJ,01/10/2022,944
IGUATU,CE,01/10/2022,4.067
SANTA CRUZ DO CAPIBARIBE,PE,01/10/2022,1.091
ITAPERUNA,RJ,01/10/2022,4.643
ALTAMIRA,PA,01/10/2022,1.470
LEME,SP,01/10/2022,5.563
LAGARTO,SE,01/10/2022,815
ITUMBIARA,GO,01/10/2022,3.233
PARAGOMINAS,PA,01/10/2022,1.526
SANTO ANTONIO DE JESUS,BA,01/10/2022,2.968
ITAJUBA,MG,01/10/2022,3.979
ITAITUBA,PA,01/10/2022,228
PIRAQUARA,PR,01/10/2022,4.871
ITANHAEM,SP,01/10/2022,7.194
SAO GONCALO DO AMARANTE,RN,01/10/2022,1.856
ITAPEVA,SP,01/10/2022,3.526
CAMPO MOURAO,PR,01/10/2022,5.587
SARANDI,PR,01/10/2022,10.618
SAO PEDRO DA ALDEIA,RJ,01/10/2022,2.998
SENADOR CANEDO,GO,01/10/2022,4.337
ITABAIANA,SE,01/10/2022,499
ITAUNA,MG,01/10/2022,4.995
CATALAO,GO,01/10/2022,3.962
ARIQUEMES,RO,01/10/2022,2.666
VOTUPORANGA,SP,01/10/2022,5.056
CACAPAVA,SP,01/10/2022,4.486
JATAI,GO,01/10/2022,3.117
VALENCA,BA,01/10/2022,749
MOGI MIRIM,SP,01/10/2022,5.621
SAO JOAO DA BOA VISTA,SP,01/10/2022,9.683
PAULINIA,SP,01/10/2022,7.783
SAO JOAO DEL REI,MG,01/10/2022,1.895
ITACOATIARA,AM,01/10/2022,63
LORENA,SP,01/10/2022,7.457
ESTEIO,RS,01/10/2022,4.366
TIMOTEO,MG,01/10/2022,3.722
FAZENDA RIO GRANDE,PR,01/10/2022,8.794
PARA DE MINAS,MG,01/10/2022,4.659
MAIRIPORA,SP,01/10/2022,2.241
CANDEIAS,BA,01/10/2022,918
BREVES,PA,01/10/2022,198
TANGARA DA SERRA,MT,01/10/2022,3.520
PARANAVAI,PR,01/10/2022,2.974
CARATINGA,MG,01/10/2022,4.058
AVARE,SP,01/10/2022,5.358
CACERES,MT,01/10/2022,793
PARACATU,MG,01/10/2022,2.724
SANTANA DO LIVRAMENTO,RS,01/10/2022,808
NOVA LIMA,MG,01/10/2022,6.152
CACHOEIRA DO SUL,RS,01/10/2022,1.407
UBATUBA,SP,01/10/2022,5.673
SAO ROQUE,SP,01/10/2022,4.448
ARACRUZ,ES,01/10/2022,2.221
SAO CRISTOVAO,SE,01/10/2022,2.013
PATROCINIO,MG,01/10/2022,2.704
IPOJUCA,PE,01/10/2022,3.211
SEROPEDICA,RJ,01/10/2022,3.528
PLANALTINA,GO,01/10/2022,1.251
CRUZEIRO,SP,01/10/2022,2.290
IJUI,RS,01/10/2022,1.821
TRES RIOS,RJ,01/10/2022,1.843
BARRA DO CORDA,MA,01/10/2022,103
MANHUACU,MG,01/10/2022,3.312
MATAO,SP,01/10/2022,3.585
ARUJA,SP,01/10/2022,8.614
SERRA TALHADA,PE,01/10/2022,853
GURUPI,TO,01/10/2022,1.026
ARARIPINA,PE,01/10/2022,1.252
FRANCISCO BELTRAO,PR,01/10/2022,1.700
QUIXADA,CE,01/10/2022,2.699
GUANAMBI,BA,01/10/2022,5.053
SAPIRANGA,RS,01/10/2022,4.730
SANTO ANGELO,RS,01/10/2022,1.455
JACOBINA,BA,01/10/2022,1.328
PINHEIRO,MA,01/10/2022,42
CARPINA,PE,01/10/2022,4.024
CAMPO LIMPO PAULISTA,SP,01/10/2022,3.078
JOAO MONLEVADE,MG,01/10/2022,3.164
CACOAL,RO,01/10/2022,2.332
BEBEDOURO,SP,01/10/2022,5.152
VILHENA,RO,01/10/2022,911
GRAVATA,PE,01/10/2022,2.766
PACATUBA,CE,01/10/2022,2.280
SERRINHA,BA,01/10/2022,1.753
CANINDE,CE,01/10/2022,1.714
LAJEADO,RS,01/10/2022,3.614
SAO BENTO DO SUL,SC,01/10/2022,988
ALFENAS,MG,01/10/2022,5.448
GOIANA,PE,01/10/2022,701
ALEGRETE,RS,01/10/2022,700
NOVA SERRANA,MG,01/10/2022,4.767
PONTA PORA,MS,01/10/2022,3.691
PATO BRANCO,PR,01/10/2022,879
VICOSA,MG,01/10/2022,8.096
CRUZEIRO DO SUL,AC,01/10/2022,1.078
SAO SEBASTIAO,SP,01/10/2022,5.455
TRES CORACOES,MG,01/10/2022,1.104
SAQUAREMA,RJ,01/10/2022,2.715
PICOS,PI,01/10/2022,1.802
LINS,SP,01/10/2022,6.292
JABOTICABAL,SP,01/10/2022,2.222
CURVELO,MG,01/10/2022,3.401
REDENCAO,PA,01/10/2022,549
TELEMACO BORBA,PR,01/10/2022,4.589
UNAI,MG,01/10/2022,2.447
CACADOR,SC,01/10/2022,1.180
BELO JARDIM,PE,01/10/2022,1.274
SAO FELIX DO XINGU,PA,01/10/2022,211
CATAGUASES,MG,01/10/2022,1.822
PIRASSUNUNGA,SP,01/10/2022,3.192
CRATEUS,CE,01/10/2022,3.532
CALDAS NOVAS,GO,01/10/2022,6.674
AQUIRAZ,CE,01/10/2022,1.233
RIO LARGO,AL,01/10/2022,2.376
IBIUNA,SP,01/10/2022,1.070
VALENCA,RJ,01/10/2022,794
PALMEIRA DOS INDIOS,AL,01/10/2022,655
ARCOVERDE,PE,01/10/2022,1.002
QUIXERAMOBIM,CE,01/10/2022,1.063
CIANORTE,PR,01/10/2022,7.995
OURO PRETO,MG,01/10/2022,3.669
VIANA,ES,01/10/2022,2.574
CAJAMAR,SP,01/10/2022,7.447
CHAPADINHA,MA,01/10/2022,926
ARACATI,CE,01/10/2022,987
TIANGUA,CE,01/10/2022,1.376
RUSSAS,CE,01/10/2022,2.631
CONCORDIA,SC,01/10/2022,1.505
DIAS DAVILA,BA,01/10/2022,1.361
